5.728707954570870786e-01,4.678917903448069904e-01,-3.926580278369284915e-01,3.063771767608476360e-01,-1.321384196162664892e-01
-2.767995605939770343e-01,-1.836167158612878048e-02,-8.804496379971999964e-01,-2.938808879443619571e-01,9.238582252079883261e-01
2.634413644852708902e-01,-9.773147601611500424e-01,7.009702076943191695e-01,7.786856492286240439e-01,-3.557490241846352763e-01
-5.230909458858934435e-02,6.655560558585613684e-01,-5.004831713289856765e-01,2.542345563213683768e-01,2.708799892447031343e-01
-6.487065510571337068e-01,5.305499900693098070e-01,9.995706203486365293e-01,3.862815579546463596e-02,-1.738172580299370829e-01
-9.033752326958370826e-01,-8.147279949170693758e-01,4.021073934744399114e-01,7.755146271647022083e-01,7.014378313475244653e-02
-6.400363095179468775e-01,-9.182482938573244269e-02,9.808536368963789442e-01,7.839082255419627110e-02,7.661306442998374600e-01
-6.354736642805143276e-01,-5.492638012575967732e-01,7.448979154633916799e-01,8.374481747792288377e-01,-2.679705193680785857e-01
-2.982547996764337572e-01,-7.663679170688861841e-01,-6.451645383513828769e-01,7.149975482619534972e-01,-2.681930050364320639e-01
2.955449613385945362e-01,-1.881451531410305300e-02,-1.590515202629005920e-02,-9.441720369208042030e-01,-2.469090453841538135e-02
6.048121977095877178e-02,9.289143019753118846e-01,8.392904825548133108e-01,5.156893276443368368e-01,-8.343240762961428025e-01
1.166504184463725835e-01,2.723001244522558206e-01,-7.382388412491478480e-01,-5.339686712605355989e-01,-3.540733040158265954e-01
2.074382295801191489e-01,7.311017341813204062e-01,-7.883936098183703667e-01,-3.286814536645752405e-01,-5.990038444378824600e-01
-3.241440257172709671e-01,8.261943459613751983e-01,-3.416387881901419288e-01,6.319905003170549485e-01,-5.689735444687511468e-01
9.342885004261236581e-01,-4.715576483275523145e-01,8.729740973057276143e-02,-9.858456295421034188e-01,8.959333255582653255e-01
