8.1402,-5.8022,-7.2376
10.1626,-7.4824,-6.5774
9.3153,-5.4974,-6.7025
9.7950,-5.2550,-9.1757
7.9095,-6.6488,-7.6088
10.3309,-5.3494,-5.9993
9.7758,-5.5840,-6.8061
10.6604,-4.9656,-5.9080
10.6105,-7.7490,-7.0800
7.0003,-6.4058,-8.7996
11.0574,-5.4305,-7.8553
10.5016,-7.9611,-8.1817
-5.4958,9.5486,5.3176
7.9991,-8.0350,-8.4103
8.5329,-9.7552,-8.3085
8.8019,-8.4903,-7.9500
-3.9672,7.9708,4.9918
10.2108,-6.2813,-7.9651
-4.2407,10.0264,5.7552
-4.8834,9.6248,6.6536
9.0835,-6.3009,-8.7450
-6.2744,9.4270,5.4329
-4.8622,8.9601,7.0496
9.5576,-6.1812,-8.3352
-4.9122,9.3978,7.7010
11.3475,-4.0180,-8.5991
7.5129,-10.3221,-7.8538
11.5697,-7.5257,-6.9365
-3.9265,9.3704,4.4616
-1.5999,8.6514,5.1640
9.2934,-9.7231,-7.9351
-4.1592,10.5174,7.0170
-3.6829,7.1964,4.5374
-3.2083,10.1297,4.9737
